post_id,text,time
10163757261960455,"""It's always nice to get a trophy"" 🏆
Ain't that the truth! 😍",2020-03-07 22:30:00
10163757154830455,Train and maintain! A recipe for greatness! 🔥,2020-03-07 21:00:00
10163756669620455,Last time we visited Old Trafford in the league... A repeat of this result? Don't mind if I do 😏,2020-03-07 19:00:00
10163756371865455,Golden hour 🔆,2020-03-07 17:00:00
10163755765110455,5️⃣0️⃣ Man City goals for KDB! We sat down with the man himself to go through a few of our favourites! 🔥,2020-03-07 15:00:00
10163755566120455,When it comes to this goal. We don't even need to talk too much 🤫🔥,2020-03-07 11:59:21
10163755303580455,"⚽ Man United v Manchester City previews
🔴 View from the opposition
🇵🇹 Bernardo Silva on facing close friend Bruno Fernandes
💙 Wise words from Ellen White
MANCITY.COM
Media Watch: Facing City ‘a great challenge’ for United, says Solskjaer",2020-03-07 10:58:09
10163751334815455,Game ready? You bet we are!,2020-03-06 23:00:00
10163751648190455,"Another busy week here at City with Sane returning to action in our EDS's 4-2 thriller against Arsenal!
Also in this episode we take a closer look at our Carabao Cup win, our Under-18s' FA Youth Cup victory over Burnley and our mid-week trip to Hillsborough...",2020-03-06 21:00:01
10163751022905455,"What's your prediction ahead of the Derby?
CITYZENS.MANCITY.COM
cityzens.mancity.com",2020-03-06 16:00:01
10163750435180455,"THE GENERAL!
Hoping for another like this on Sunday...",2020-03-06 13:00:00
10163750117140455,"This way 👇 for Friday's headlines from John Stones, Pep Guardiola and Lauren Hemp!
MANCITY.COM
Media Watch: Momentum building for Stones",2020-03-06 09:07:43
793100001249547,"SUN, MAR 8
United v City",2020-03-05 23:00:00
10163746538365455,Is this sunshine? 🤯🔥,2020-03-05 21:00:00
10163746798390455,"YOUR Etihad Airways Player of the Month 📆
Answering YOUR questions 🗣
What a delight to the senses! 👂",2020-03-05 19:00:00
10163746318140455,A semi final date awaits ➡️🏆,2020-03-05 17:00:00
10163746370165455,YAYAAAAAAAAA!,2020-03-05 16:01:16
10163745706980455,"Unofficial petition to rename February after Kevin De Bruyne 📩
Of course he was your Etihad Airways Player of the Month! 🔥",2020-03-05 15:00:00
10163745820545455,"It's not Women's or Men's football...It's JUST football.
As International Women's Day 2020 approaches we maintain our commitment to Same City Same Passion! 💙",2020-03-05 14:00:00
10163745782265455,"Sergio Aguero's 20th FA Cup goal!
A look back at our win over Sheffield Wednesday...",2020-03-05 13:01:24
10163745607395455,"To celebrate our partnership with Nissan they decided to give Pep their smartest car yet, the Nissan Leaf 🍃
This is awkward… Pep just loves his Leaf 👀",2020-03-05 11:59:17
10163745451230455,Goals in abudabnce on this day for the last couple of years 😍,2020-03-05 10:59:13
10163745231155455,"Thursday's back page headlines reviewed...
MANCITY.COM
Media Watch: Villa teen a target for City?",2020-03-05 09:28:13
10163743345435455,"""We have the same focus, we try to win every game."" Riyad Mahrez reflects on a tough victory over Sheffield Wednesday",2020-03-04 23:51:01
10163743145360455,Quarter final = Secured ✅,2020-03-04 23:10:11
10163742955575455,"FULL TIME | Not the prettiest win you'll see this season but job done. Back into the hat! 🎩
🦉 0-1 🔵",2020-03-04 22:36:16
10163742047405455,"Tonight's team news is in! 🚨
XI | Bravo, Cancelo, Stones, Otamendi, Mendy, Rodrigo, D Silva (C), Bernardo, Mahrez, G Jesus, Aguero.
SUBS | Ederson, Sterling, Gundogan, Zinchenko, Fernandinho, Foden, Garcia",2020-03-04 19:45:00
10163742057750455,Reporting for duty ⚽️,2020-03-04 19:34:06
10163741644655455,"It might be the shortest month of the year but there was no shortage of bangers! 🔥
Which strike is you February Nissan Football Lab Goal of the Month? 🤔
Vote now! ➡️ manc.it/2IpgXjT",2020-03-04 18:09:40
10163740901330455,Exclusive unseen moments from Villa v City | Carabao Cup Final in beautiful 4K UHD! 😍,2020-03-04 15:52:52
10163740025740455,Four wins and four clean sheets on the 4th March.,2020-03-04 12:00:00
10163739989655455,⚽️ FA CUP MATCHDAY! ⚽️,2020-03-04 10:12:27
10163739972135455,"🏆 FA CUP | Sheffield Wednesday v City previews
🦉 View from the opposition
🌟 City stars to watch at the SheBelieves Cup
💙 Sergio Aguero targets an Old Trafford record?
MANCITY.COM
Media Watch: ‘Phenomenal’ City have special midfield",2020-03-04 08:30:00
10163736240010455,"What a month for KDB!
Ask him a question and you could bag yourself a signed shirt to celebrate his Etihad Airways POTM award 👌
CITYZENS.MANCITY.COM
cityzens.mancity.com",2020-03-03 18:00:00
10163735969015455,Jumping into FA Cup action!,2020-03-03 15:49:03
10163735192145455,"What makes a team like City so successful?
In this video, Rodrigo, Steph Houghton, Raheem Sterling and Pauline Bremer discuss the importance of teamwork and its impact on their personal careers.
Watch the full video below and head over to Hays Worldwide's blog to find out how a focus on teamwork can benefit your organisation: http://bit.ly/32F8iU3",2020-03-03 13:00:01
10163735080930455,"Blue Run is back for 2020!
Cover yourself in glory and help raise money with our family friendly 5k...
MANCITY.COM
Blue Run | City in the Community",2020-03-03 11:00:27
10163734883195455,"“The way Foden seized his opportunity was breathtaking; one of those coming-of-age stories so beloved of top-level sport.""
MANCITY.COM
Guardian: Foden display breathtaking",2020-03-03 09:09:20
404733790396811,"WED, MAR 4
FA CUP | Sheffield Wednesday v City",2020-03-02 22:00:00
10163731079720455,On to the next one!,2020-03-02 18:00:00
10163730482330455,"Introducing...Laporte Cam!
Watch our Carabao Cup pitch celebrations through the eyes of our very own Aymeric Laporte thanks to this mini steady-cam.",2020-03-02 15:00:01
10163729972305455,Our first League Cup in 38 years won on this day back in 2014!,2020-03-02 12:00:00
10163729724305455,"Phil Foden is the name on everyone's lips this morning! 👏
MANCITY.COM
Media Watch: Foden’s day at Wembley",2020-03-02 09:09:45
10163727536140455,3-PEAT 🏆,2020-03-01 23:30:00
10163727096250455,"Want to watch our Carabao Cup Final win again?
Oh, go on then!",2020-03-01 22:15:00
10163727184505455,Coming to a city near you! The Noel Gallagher and Ben Mendy joint tour! 🔥😂,2020-03-01 22:06:59
10163727069175455,,2020-03-01 21:45:30
10163727030215455,Our sixth consecutive English trophy! Not bad...,2020-03-01 21:38:49
10163726798250455,"1970, 1976, 2014, 2016, 2018, 2019, 2020",2020-03-01 20:56:23
10163726634195455,"What a trio...
Carabao Cup number five for Sergio Aguero, David Silva and Fernandinho!",2020-03-01 20:27:40
10163726482550455,THREE IN A ROW!,2020-03-01 20:01:06
10163726383360455,THREE OUT OF THREE!,2020-03-01 19:44:28
10163726268100455,FULL-TIME | CARABAO CUP WINNERS 2020! 🏆,2020-03-01 19:22:13
10163725527750455,LANDED!,2020-03-01 16:54:24
10163725405910455,"Team news is in!
XI | Bravo, Walker, Stones, Fernandinho, Zinchenko, Rodrigo, Gundogan, Foden, D Silva (C), Sterling, Aguero.
SUBS | Ederson, G Jesus, De Bruyne, Bernardo, Mendy, Mahrez, Otamendi.",2020-03-01 16:30:54
10163724419530455,"Joleon and Micah head off on a road trip to surprise a fan ahead of the Carabao Cup Final!
Not only do we reveal our mascot surprise, but the duo get the tunes on in 'Pass the Aux' and call a number of their former City team mates to get score predictions!",2020-03-01 13:00:00
10163724355295455,"City's domination hailed by the press this morning!
MANCITY.COM
Media Watch: Formidable City are Cup kings!",2020-03-01 11:10:44
10163724171750455,TODAY IS THE DAY!,2020-03-01 10:02:00
10163718924630455,First leg heroics! ⚡️,2020-03-01 01:00:01
10163720121795455,The Route to Wembley!,2020-02-29 20:00:01
10163720612155455,"Big coat weather 😎
#D2xManCity",2020-02-29 18:50:39
10163719867330455,Crossing the Ts and dotting the Is ahead of some big business on Sunday!,2020-02-29 16:06:01
10163718788565455,"🏆 Villa v City | Carabao Cup Final Final previews
🌟 Grealish hails Kevin De Bruyne as Premier League''s best
💙 More praise for Madrid masterclass
MANCITY.COM
Media Watch: Grealish ‘De Bruyne’s number one fan?’",2020-02-29 11:01:00
10163716068155455,Things you love to see...⁣,2020-02-28 21:34:35
10163715949480455,Behind the scenes in Madrid!,2020-02-28 21:11:09
10163715466675455,"LEROY! LEROY! LEROY!
Watch Leroy Sané's return to action in the PL2 tonight LIVE on CITY+
SIGN-UP: https://manc.it/2VuIIzx",2020-02-28 19:27:56
10163714564455455,Wembley bound 🚆,2020-02-28 18:00:00
10163714316480455,Not quite the Madrid sun but it'll do...,2020-02-28 15:30:00
10163713911270455,,2020-02-28 13:26:48
10163709425745455,Just loving life in Madrid today! ☀️,2020-02-27 17:28:34
10163708571175455,HolidaySZN ☀️,2020-02-27 14:19:15
10163707787720455,I know you enjoyed this game 😏😏,2020-02-27 12:00:00
10163708002185455,"Ooooooooooh Kevin De Bruyneeeee! 🔥🔥
Win a signed KDB shirt here! ➡️ https://bit.ly/2Vsv1ks",2020-02-27 10:48:16
10163705889585455,A stunner from this man tonight...,2020-02-26 23:59:25
10163705708430455,"RE-LIVE IT
A CITY+ subscription will get you access to a FULL-MATCH replay of the game from 00:00 Thursday UK time!
SIGN-UP: manc.it/39irtFc",2020-02-26 23:24:24
10163705512035455,FULL-TIME | AMAZING WIN! WHAT A PERFORMANCE!,2020-02-26 22:54:36
10163704843010455,"Looking fresh on arrival! 😎
#D2xManCity",2020-02-26 20:43:43
10163704481220455,"How we line-up at the Bernabeu!
Ederson. Walker, Laporte, Otamendi, Mendy, Rodrigo, Gundogan, Mahrez, De Bruyne (C), Bernardo, Jesus
Subs | Bravo, Sterling, Aguero, Silva, Fernandinho, Cancelo, Foden",2020-02-26 19:46:26
10163703162600455,The artists are about to take centre stage in Madrid 🎨,2020-02-26 14:01:30
10163702472605455,Passionnant! 🙌⁣,2020-02-26 11:00:01
10163702405365455,"Fernandinho wants a 🏆❗
MANCITY.COM
Media Watch: Fernandinho hoping it's City’s time in Europe",2020-02-26 09:07:25
10163697851090455,"What makes a great leader? In this video, City players share what qualities they believe are needed to show great leadership skills.
Find out more: http://bit.ly/2vDWYuW",2020-02-25 17:00:01
10163697659605455,League Cup glory! 🏆,2020-02-25 15:00:00
10163698198555455,Real prep 💪,2020-02-25 14:00:01
10163698051255455,These boys look ready to us! 🙌,2020-02-25 12:56:11
10163697667990455,Brazilian flair! 🇧🇷,2020-02-25 10:32:20
10163697568425455,"All the latest ahead of Wednesday's game in Madrid...
MANCITY.COM
Media Watch: Mendy says facing Zidane is 'special'",2020-02-25 09:41:08
10163693842660455,100th FA Women's Super League game and a goal for our Ellen!,2020-02-24 23:00:00
10163695207340455,Got to love City Beats! ⚡️,2020-02-24 22:08:37
10163694536785455,Up next... Madrid!,2020-02-24 19:34:21
10163693092380455,Goals and drama! ⚽️What else did you expect from this weekends WSL clash against Chelsea? 🤯,2020-02-24 15:00:00
10163692895195455,🇫🇷 X 🇩🇿,2020-02-24 12:00:21
10163687388495455,We left it late but secured the three points against the Foxes!,2020-02-24 01:00:00
10163688924000455,🇧🇷 ⚔️,2020-02-23 21:00:00
10163688565760455,FULL-TIME | An action packed encounter with the London side sees the points shared here at the Academy Stadium...,2020-02-23 17:06:36
10163687758175455,Our third Continental Cup win this time last year!,2020-02-23 13:23:10
10163687539280455,The late strike which clinched the three points...,2020-02-23 13:00:00
10163687340170455,"🌟 Riyad Mahrez hailed
⚽ Leicester v City reaction
💥 Barclays FA Women's Super League crunch clash previewed
🔑 Aymeric Laporte the key man for Madrid?
MANCITY.COM
Media Watch: Press purr over ‘Mahrez masterclass’",2020-02-23 10:54:46
10163684312130455,Sunday... it's a big one!,2020-02-22 23:00:00
10163684413015455,A sweet victory!,2020-02-22 21:21:23
10163683108975455,"How we're lining-up at the King Power Stadium today! 🙌
Ederson, Walker, Laporte, Fernandinho (C), Mendy, Rodrigo, Gundogan, Mahrez, De Bruyne, Bernardo, Aguero
Subs | Bravo, Stones, Jesus, Silva, Cancelo, Otamendi, Foden",2020-02-22 17:30:00
10163681778105455,Yaya got the job done! ⚽️,2020-02-22 13:00:00
10163681790920455,"How Raheem Sterling has been sharing the benefit of his experience! 👇
MANCITY.COM
Media Watch: Sterling’s advice to Foden",2020-02-22 11:00:01
10163681749470455,🙌 MATCH DAY! 🙌,2020-02-22 09:31:03
10163679385500455,All-weather action this week on Inside City!,2020-02-22 09:00:00
10163677764035455,"Tap through to predict your score for Saturday!
CITYZENS.MANCITY.COM
cityzens.mancity.com",2020-02-21 23:00:00
10163677243060455,Riyad Mahrez's 5-a-side team is pretty 🔥,2020-02-21 19:00:01
10163676920340455,"Nice twist, nice turn...!",2020-02-21 14:00:00
10163676869735455,ABSOLUTE ROCKET!,2020-02-21 13:00:06
10163673958450455,"Your photo could feature on the dressing room wall at Wembley! 😲
⬇️⬇️⬇️
CITYZENS.MANCITY.COM
cityzens.mancity.com",2020-02-21 12:00:00
10163676839340455,"Doesn't get much bigger than Sunday's date with Chelsea! Come on, City! 🙌",2020-02-21 11:43:47
10163676615930455,Sergio's 150th City appearance! Five years ago...,2020-02-21 10:06:56
10163673933300455,The smile of a birthday boy! 😀,2020-02-21 06:00:00
10163672605540455,No days off! 💪,2020-02-20 19:00:01
10163672544375455,"Title on the line we went to battle with Chelsea on the final day of the 2016 season! 🏆
They return to the Academy Stadium on Sunday and the stakes are just as high 😏
🎟: manc.it/2SIboTD",2020-02-20 17:00:00
10163671810150455,"The ePL Playoffs are back! With more drama and more goals! 🤯
Watch as City's best FIFA players go head to head as they compete for the chance to represent us it the ePremier League Finals! 🎮",2020-02-20 12:00:00
10163671621270455,"City trio receive special praise this morning...
MANCITY.COM
De Bruyne tipped for top PFA prize",2020-02-20 10:14:03
10163669466840455,Tonight's win in pictures...,2020-02-19 23:03:07
10163669278025455,FULL-TIME | Goals from Rodrigo and Kevin De Bruyne secures the three points for us!,2020-02-19 22:23:13
10163668500335455,"Tonight's team news is in!
XI | Ederson, Walker, Otamendi, Laporte, Mendy, Rodrigo, De Bruyne, D Silva (C), Bernardo, G Jesus, Aguero.
SUBS | Bravo, Stones, Gundogan, Fernandinho, Mahrez, Cancelo, Foden.",2020-02-19 19:30:25
10163667075385455,"""The fans can be sure of two things.
""The first one is that the allegations are false. And the second is that we will do everything that can be done to prove so.""
MANCITY.COM
Club CEO discusses UEFA ruling",2020-02-19 14:04:37
10163666711435455,Go in-depth with Sergio Aguero who reflects on a glittering nine years at City! 💙,2020-02-19 12:02:03
10163666627415455,Sergio's penalty proved the difference the last time we faced the Hammers at the Etihad...,2020-02-19 11:28:05
10163666387090455,"All the pre-match chatter in one place!
MANCITY.COM
Media Watch: West Ham predictions and team news",2020-02-19 09:37:36
10163666370580455,‪LETS GOOOO! 🙌‬,2020-02-19 09:28:36
10163662518320455,"Back to winning ways and a big win! Our legend and fan are in agreement! 🤝
Predict the score here! 👉 https://bit.ly/2udeV38",2020-02-18 21:00:00
10163661662020455,Jeeeeze! Some strike that! 🔥,2020-02-18 13:03:05
10163661125395455,"High praise for our Algerian genius...
MANCITY.COM
More to come from ‘world great’ Mahrez says Eto’o",2020-02-18 09:00:50
10163656827290455,"Raining Goals! ☔⚽
Enjoy our top strikes from January! 📆",2020-02-17 23:00:00
10163657782955455,The cold never bothered me anyways ❄️,2020-02-17 19:00:00
10163656791970455,Place booked in the Women's FA Cup quarter-finals!,2020-02-17 15:00:00
10163656569290455,"El Mago with the late winner against the Hammers!
Oh, and can we just talk about that assist from Kevin De Bruyne?!",2020-02-17 12:54:46
10163656117240455,"A ""ruthlessly dominant"" display is hailed across the board!
MANCITY.COM
Media Watch: Press react to City hitting 10",2020-02-17 09:22:24
10163652657450455,TEN!,2020-02-16 17:47:22
10163652525210455,Three hat-tricks plus a goal from Laura Coombs seals our spot in the Women's FA Cup quarter-finals!,2020-02-16 17:16:30
10163651609190455,"Here's how we line up in Women's FA Cup this afternoon...
XI | Benameur, Stokes, Houghton (C), Coombs, Bremer, Stanway, Beckie, Toland, Hemp, Park, Walsh.
SUBS | Scott, White, Weir, Wullaert, Bissell, Fidalgo.",2020-02-16 14:00:00
10163651332935455,"Cup fever this morning!
MANCITY.COM
Media: Ipswich face ‘monumental’ task against City",2020-02-16 11:20:15
10163648439140455,Back to business! ♻️,2020-02-15 21:15:33
10163647375870455,"A little recap of our last game at the Academy Stadium to get you in the mood for tomorrow! 😍
🎟: manc.it/2tYJgSL",2020-02-15 19:30:29
10163641023845455,Feel the love of flying and football come together 💙,2020-02-14 11:49:02
10163640605565455,"1️⃣ highly rated defender ➕ 1️⃣ promising striker...
MANCITY.COM
Media Watch: Coveted French defender on radar?",2020-02-14 09:10:55
10163637063095455,Three points in the bag!,2020-02-13 21:00:00
10163637057840455,"Know a young fan who would make a great mascot at the Carabao Cup final?
Nominate the now!
CITYZENS.MANCITY.COM
cityzens.mancity.com",2020-02-13 19:00:01
10163637026655455,An early goal and a clean sheet sealed our eleventh consecutive home win at the Academy Stadium!,2020-02-13 16:42:36
10163635952490455,"Four great moves from January...but which is your favourite?
Mahrez vs Villa
Aguero vs Palace
Bernardo vs Fulham
Mahrez vs United
VOTE NOW! https://bit.ly/38oz84P",2020-02-13 16:00:00
10163635925770455,Sterling LOVES a goal against the Cherries!,2020-02-13 11:01:13
10163635751065455,"Thursday's media headlines...
MANCITY.COM
Gossip: City among clubs 'circling' Adama Traore?",2020-02-13 09:49:06
10163633241825455,FULL-TIME: Gemma Bonner's early goal clinches the three points for us at the Academy Stadium!,2020-02-12 21:57:18
10163632893545455,"Here's how we line up at the Academy Stadium tonight...
XI | Roebuck, Stanway, Houghton (C), Bonner, Stokes, Walsh, Weir, Scott, Hemp, Wullaert, White.
SUBS | Benameur, Coombs, Bremer, Toland, Park, Fidalgo.",2020-02-12 20:49:59
10163630750415455,"Do you ever look back on your posts and just 😖
Jill, Steph and Demi have done just that!",2020-02-12 13:00:00
10163630731160455,A crucial win on the way to the title!,2020-02-12 11:24:49
10163630634405455,"Happy birthday, Nico!⁣
⁣
The General turns 32 today 🎉⁣",2020-02-12 10:39:38
10163626857645455,"""He is my idol...""
David Silva's City teammates heap praise on their captain!
Watch Made in Gran Canaria now on CITY+
SUBSCRIBE ➡ http://mancity.com/city-plus/",2020-02-11 21:00:06
10163626269180455,"How do you develop your own talents? In this video, Hays Worldwide spoke with City players who reflected on their experiences that have helped them achieve career success.
Read more: http://bit.ly/36ILbYY",2020-02-11 18:00:00
10163626060060455,"Three City stars compete to become the SAP dribbling champion 🏆
Find out who smashed it in part 2 of Beat The Stats.",2020-02-11 16:00:05
10163626703840455,Out there whatever the weather! 🌨💨☀️,2020-02-11 15:10:30
10163626032425455,Cold Wednesday night in Stoke? ✅,2020-02-11 10:36:06
10163625881990455,"Two more names emerge from the transfer rumour mill...
MANCITY.COM
Media: City chasing two highly-rated youngsters?",2020-02-11 09:18:56
10163621885585455,Six in the City this time last year...,2020-02-10 14:35:53
10163621466475455,We #KickOffAConversation with players from our EDS and women's Development Squad to discuss mental wellbeing as part of the Premier League's #HeadsUp campaign 💬,2020-02-10 12:02:00
10163621108845455,"Transfer talk in today's 📰👇
MANCITY.COM
Media Watch: Young striker under consideration?",2020-02-10 09:09:36
10163618409910455,Oscar night got us like... 🎥,2020-02-09 20:17:47
10163616762845455,Just some of the crazy conditions we've had on matchdays down the years...,2020-02-09 16:00:01
10163616799960455,"You can still get your City fix this weekend with City+ available on all devices! 🙌
Start your 30-day free trial ▶️ manc.it/39irtFc",2020-02-09 14:18:14
10163616440030455,"⚠ MATCH POSTPONED ⚠
Due to extreme and escalating weather conditions and in the interests of supporter and staff safety, today’s Premier League match against West Ham has been postponed.",2020-02-09 12:16:17
10163616287215455,"⚽ A double header of City v West Ham, plus a ton of transfer gossip...
MANCITY.COM
Media Watch: City to battle United for Grealish?",2020-02-09 11:08:00
10163616053145455,READY FOR THIS,2020-02-09 09:25:41
10163611503240455,"Do you think you can predict tomorrow's score?
Have a go!
CITYZENS.MANCITY.COM
cityzens.mancity.com",2020-02-08 23:00:01
10163611378835455,Sergio's penalty proved the difference the last time we faced the Hammers at the Etihad...,2020-02-08 21:00:01
10163612391140455,Matchday -1!,2020-02-08 20:00:00
10163612245960455,Focus.,2020-02-08 19:00:00
10163611443215455,"Made in Gran Canaria!
""What a man. What a player. Had a lump in my throat at the end.""
WATCH ON CITY+ https://bit.ly/31Jcemg",2020-02-08 17:00:00
10163611516815455,"Saturday's back page headlines...
MANCITY.COM
Express: Mbappe & Kane on City's future wish list?",2020-02-08 12:14:45
10163608265705455,It's all here! Your weekly round-up of all the comings and goings at City!,2020-02-07 21:00:01
10163607812670455,Lifelong Blue! 💙,2020-02-07 20:00:00
10163607564365455,Another three years of Keira!,2020-02-07 19:30:00
10163607368685455,Game day just around the corner!,2020-02-07 16:37:07
10163606665995455,Bit of Yaya magic to brighten up your day...,2020-02-07 13:25:36
10163606480270455,"A record seven Premier League Player of the Month awards for Sergio!
⁣
🏆 October 2013⁣
🏆 November 2014⁣
🏆 January 2016⁣
🏆 April 2016⁣
🏆 January 2018⁣
🏆 February 2019⁣
🏆 January 2020⁣
⁣
The King!⁣",2020-02-07 12:26:20
10163606280545455,The perfect finish from Bellamy!,2020-02-07 11:11:48
10163606119500455,"The gossip continues...
MANCITY.COM
Media: City monitor Inter striker?",2020-02-07 09:44:03
10163603396765455,"Raheem Sterling will miss the visit of West Ham after scans revealed he has suffered damage to his left hamstring.
The forward limped out of our game at Tottenham on Sunday with six minutes remaining and was assessed on Thursday at the CFA.
Everyone at City wishes Raheem a full and speedy recovery.",2020-02-06 20:30:35
10163603220680455,"""He is my idol...""
David Silva's City teammates heap praise on their captain!
Watch Made in Gran Canaria now on CITY+
SUBSCRIBE ➡ http://mancity.com/city-plus/",2020-02-06 19:49:35
10163602586425455,THE SUN IS SHINING IN MANCHESTER!!!,2020-02-06 17:14:41
10163601554120455,"El Mago with the late winner against the Hammers...
Oh, and can we just talk about that assist from Kevin De Bruyne?!",2020-02-06 13:00:01
10163601350080455,Headers from Aymeric Laporte and Gabriel Jesus sealed the three points at Goodison Park a year ago today!,2020-02-06 11:06:43
10163601008490455,"We've heard this before, but the media still believe...
MANCITY.COM
Mail: City in pole position if Messi quits Barca?",2020-02-06 08:33:29
10163598712475455,Same Goals coaching clinics!,2020-02-05 21:30:23
10163597588105455,Back to it!,2020-02-05 17:24:49
10163596004110455,A Gabriel Jesus double downed the Swans! ⚽️⚽️,2020-02-05 10:14:21
10163595927110455,"Is 'the new Dani Alves' on City's radar?
More transfer gossip this morning...
MANCITY.COM
Media: City lead race for Brazilian starlet?",2020-02-05 09:31:35
10163591924240455,"How's your touch, lads?
Taylor, Tommy and Adrián show us what they've got!",2020-02-04 17:00:00
10163591731940455,"He's flown out of the blocks in 2020! 🔥
Ask Sergio a question to win a signed shirt!
ENTER: https://manc.it/2GTWJhz",2020-02-04 15:16:35
10163591500140455,"Our Official Recruitment Partner Hays Worldwide spoke to Pauline Bremer, Rodrigo, Matilde Fidalgo and Ilkay Gundogan on how to broaden your skillset.
Read our blog to find out what other skills you’ll need to secure career success: http://bit.ly/2RJxDZ1",2020-02-04 14:03:35
10163590960840455,"Some absolute beauties to kick-off the year!
Vote for your favourite strike here: https://manc.it/2uYKpKq",2020-02-04 11:00:00
10163590935215455,Three points in the snow!,2020-02-04 10:13:16
10163587566445455,Tunnel vision. The game don't change 👊,2020-02-03 21:00:00
10163587399385455,Back to it! ⚽️,2020-02-03 19:00:00
10163586624645455,"""Sometimes I watch that goal and I like to see the reaction of the people behind the goal"" ⚽️
3️⃣0️⃣0️⃣ Appearances! You know we had to sit down with Fernandinho to look through some of his best bits!",2020-02-03 17:00:00
10163586522085455,Giving Nick Cushing the perfect send-off with three top of the table points in the FAWSL!,2020-02-03 12:25:13
10163586261985455,City hat-trick number 14 for Sergio Aguero on this day last year! 🙌,2020-02-03 10:44:27
10163582889345455,A tough evening...,2020-02-02 19:34:41
10163582211600455,What an achievement!,2020-02-02 17:14:15
10163582164445455,"FULL-TIME | What a win!
Goals from Pauline Bremer and Lauren Hemp clinch a precious three points in the FA WSL title race and complete Nick Cushing tenure on a high! 💙",2020-02-02 17:03:19
10163582016550455,"Here's how we line up against Spurs...
XI | Ederson, Walker, Otamendi, Fernandinho (C), Zinchenko, Rodrigo, Gundogan, De Bruyne, Mahrez, Sterling, Aguero.
SUBS | Bravo, G Jesus, Bernardo, D Silva, Cancelo, Foden, Garcia.",2020-02-02 16:30:25
10163581434470455,"Here's how we line up for Nick Cushing's final game in charge...
XI | Roebuck, Stanway, Houghton (C), Bonner, Stokes, Walsh, Weir, Scott, Hemp, White, Bremer.
SUBS | Benameur, Coombs, Toland, Park, Wullaert, Bissell, Fidalgo.",2020-02-02 14:00:01
10163586446090455,A tough one...,2020-02-02 13:00:00
10163581087850455,"🌟 Sergio Aguero hungry for more
⚽ Tottenham Hotspur v Man City and City v Arsenal Women previews
📰 Defensive reinforcements discussed
MANCITY.COM
Media Watch: Aguero sets sights on more PL records",2020-02-02 10:52:13
10163580935290455,MATCHDAY!,2020-02-02 09:51:27
10163579367295455,Nick Cushing takes charge of his final training session 💙,2020-02-02 00:45:37
10163577626185455,The first episode of In The Game of 2020... and it's a good one! ⚽️,2020-02-01 19:00:32
10163575763660455,Ready to give our Sunday best! 💪,2020-02-01 15:00:00
10163575756240455,That Silva ➡️ Aguero link-up at its devastating best!,2020-02-01 13:00:00
10163575750660455,Gabriel Jesus got off the mark in sky blue on this day three years ago! ⚽️,2020-02-01 10:18:05
10163572563655455,Behind the scenes at the Carabao Cup Semi Final with United and players pen new deals at the Club.,2020-01-31 20:53:29
10163571549475455,We are delighted to announce Caroline Weir has penned a new deal until 2022! 🔏,2020-01-31 17:05:26
10163570540630455,Pranking your teammate through the art of football commentary! 😂,2020-01-31 15:00:00
10163570194335455,Classic Edin Dzeko! ⚽️,2020-01-31 13:00:00
10163570140005455,3️⃣ goals. 3️⃣ goalscorers. 3️⃣ points ✅,2020-01-31 11:00:00
10163569941910455,"The latest transfer gossip and focus on Tottenham Hotspur ...
It's Media Watch time! 👀🗞
MANCITY.COM
Media: City to pip Barca for Brazil teen defender?",2020-01-31 09:04:52
10163565439790455,Conti Cup heartbreak...,2020-01-30 20:00:00
10163565340490455,Working our way through January. One training session at a time 📆,2020-01-30 19:00:00
10163565992960455,"It's time to choose your Etihad Airways Player Of The Month for January!
VOTE NOW!
CITYZENS.MANCITY.COM
cityzens.mancity.com",2020-01-30 18:30:00
10163565265935455,Woolly hats for the foreseeable future 😊,2020-01-30 17:00:01
10163564956120455,No luck involved when it comes to Sergio Aguero 🔥 Train hard. Play hard 💥,2020-01-30 15:00:00
10163563952510455,Kompany coming through with the assist for Jesus!,2020-01-30 13:00:00
10163563728920455,Did someone say iheanacho hatty? Run the music! 🎶,2020-01-30 11:00:00
10163561226405455,Booking our spot in the final! 🙌,2020-01-30 02:00:00
10163560830630455,Wembley-bound again! 🙌,2020-01-29 23:34:48
10163560599820455,FULL-TIME | A disappointing end to our Continental Cup defence as we bow out to Arsenal.,2020-01-29 22:47:37
10163560560415455,"FULL-TIME | WEM-BER-LY!!! An aggregate win sees us through to the
Carabao Cup Final where we'll face Aston Villa for the trophy! 🏆",2020-01-29 22:41:43
10163558820200455,"Your City line-up for tonight!
XI | Bravo, Walker, Rodrigo, Otamendi, Cancelo, Gundogan, Mahrez, De Bruyne (C), Bernardo, Sterling, Aguero.
SUBS | Ederson, Stones, G Jesus, Zinchenko, D Silva, Foden, Garcia.",2020-01-29 19:45:47
10163555004470455,"The advantage is ours, but the job isn't finished yet...",2020-01-29 13:00:17
10163554987795455,A five-star show at White hart Lane!,2020-01-29 11:00:00
10163555028870455,"One step from Wembley 🏆
All the latest headlines ahead of the big Manchester Derby!
MANCITY.COM
Media Watch: Semi-final focus!",2020-01-29 09:38:14
10163554971655455,Let's finish this 💪,2020-01-29 09:13:36
10163549202215455,"What do you reckon the score will be?
CITYZENS.MANCITY.COM
cityzens.mancity.com",2020-01-28 23:00:01
